# OpenSignals Text File Format
# {"00:80:E1:26:A1:B0":{"sensor":["EMG"],"device name":"00:80:E1:26:A1:B0","column":["timestamp","EMG"],"sync interval":2,"time":"14:40:43","comments":"","keywords":"","device connection":"BLE00:80:E1:26:A1:B0","channels":[0],"date":"2025-01-17","mode":0,"digital IO":[],"firmware version":259,"device":"musclebanplux","position":0,"sampling rate":1000,"label":["EMG"],"resolution":[16],"special":[{}],"sleeve color":["UNKNOWN"]}}
# EndOfHeader
1737121244129	-0.009689331	
1737121244130	-0.015487671	
1737121244131	-0.008087158	
1737121244132	-1.5258789E-4	
1737121244133	0.006866455	
1737121244134	0.017089844	
1737121244135	0.006942749	
1737121244136	0.01083374	
1737121244137	0.011062622	
1737121244138	-0.0016021729	
1737121244139	-0.0024414062	
1737121244140	-0.006790161	
1737121244141	-0.0066375732	
1737121244142	-0.0020599365	
1737121244143	0.0073242188	
1737121244144	0.009002686	
1737121244145	0.001449585	
1737121244146	-0.0022888184	
1737121244147	0.0020599365	
1737121244148	0.013122559	
1737121244149	0.0090789795	
1737121244150	0.011978149	
1737121244151	0.0066375732	
1737121244152	-9.918213E-4	
1737121244153	-0.0073242188	
1737121244154	-0.0074005127	
1737121244155	-0.011749268	
1737121244156	-0.004348755	
1737121244157	0.002670288	
1737121244158	-0.007858276	
1737121244159	-0.004196167	
1737121244160	-0.01083374	
1737121244161	-0.010604858	
1737121244162	-7.6293945E-5	
1737121244163	-0.0074768066	
1737121244164	-0.012969971	
1737121244165	-0.0050354004	
1737121244166	0.005874634	
1737121244167	0.006866455	
1737121244168	0.012664795	
1737121244169	0.01586914	
1737121244170	0.004272461	
1737121244171	0.0048828125	
1737121244172	0.0075531006	
1737121244173	0.0012207031	
1737121244174	0.007858276	
1737121244175	-0.0010681152	
1737121244176	-0.0064849854	
1737121244177	7.6293945E-5	
1737121244178	-0.0019073486	
1737121244179	1.5258789E-4	
1737121244180	-0.0038909912	
1737121244181	-0.0050354004	
1737121244182	-0.012741089	
1737121244183	-0.0059509277	
1737121244184	-0.0025939941	
1737121244185	0.009536743	
1737121244186	0.014877319	
1737121244187	0.0048828125	
1737121244188	0.015182495	
1737121244189	0.004119873	
1737121244190	-1.5258789E-4	
1737121244191	0.0051116943	
1737121244192	-0.0025939941	
1737121244193	0.005645752	
1737121244194	-0.0020599365	
1737121244195	-0.0074005127	
1737121244196	1.5258789E-4	
1737121244197	-0.0049591064	
1737121244198	-0.007858276	
1737121244199	-0.0077056885	
1737121244200	-0.00869751	
1737121244201	-5.340576E-4	
1737121244202	0.010604858	
1737121244203	2.2888184E-4	
1737121244204	-0.0066375732	
1737121244205	-0.0017547607	
1737121244206	-3.8146973E-4	
1737121244207	0.004196167	
1737121244208	-5.340576E-4	
1737121244209	-0.004119873	
1737121244210	-7.6293945E-5	
1737121244211	0.0029754639	
1737121244212	5.340576E-4	
1737121244213	7.6293945E-4	
1737121244214	0.0019836426	
1737121244215	0.006866455	
1737121244216	0.0037384033	
1737121244217	0.0012207031	
1737121244218	0.004348755	
1737121244219	-0.0019836426	
1737121244220	-9.1552734E-4	
1737121244221	-0.0018310547	
1737121244222	-0.0024414062	
1737121244223	-0.0022125244	
1737121244224	-0.001449585	
1737121244225	-0.0012969971	
1737121244226	6.866455E-4	
1737121244227	0.002822876	
1737121244228	-0.0017547607	
1737121244229	0.0051879883	
1737121244230	0.004425049	
1737121244231	0.0015258789	
1737121244232	0.01083374	
1737121244233	0.0051116943	
1737121244234	0.0051116943	
1737121244235	0.0045776367	
1737121244236	-0.002746582	
1737121244237	-0.009155273	
1737121244238	-0.004196167	
1737121244239	-0.0015258789	
1737121244240	-0.004043579	
1737121244241	-0.0060272217	
1737121244242	-0.008087158	
1737121244243	-0.0023651123	
1737121244244	-0.0038146973	
1737121244245	0.004043579	
1737121244246	0.0090789795	
1737121244247	0.0023651123	
1737121244248	0.0030517578	
1737121244249	0.0011444092	
1737121244250	0.001373291	
1737121244251	0.0019836426	
1737121244252	0.0048828125	
1737121244253	-0.0045776367	
1737121244254	-0.0050354004	
1737121244255	0.0034332275	
1737121244256	0.0015258789	
1737121244257	0.001449585	
1737121244258	0.0011444092	
1737121244259	-0.0012207031	
1737121244260	0.0032806396	
1737121244261	-4.5776367E-4	
1737121244262	-0.0029754639	
1737121244263	0.005645752	
1737121244264	-0.0022125244	
1737121244265	-0.004272461	
1737121244266	-6.866455E-4	
1737121244267	-0.0018310547	
1737121244268	0.005264282	
1737121244269	0.0038909912	
1737121244270	-0.0016021729	
1737121244271	0.0045776367	
1737121244272	-0.0022888184	
1737121244273	0.0011444092	
1737121244274	0.0024414062	
1737121244275	-0.0022888184	
1737121244276	0.0020599365	
1737121244277	0.0066375732	
1737121244278	0.0025939941	
1737121244279	-0.008239746	
1737121244280	-0.012054443	
1737121244281	-0.0077819824	
1737121244282	-0.009613037	
1737121244283	-0.007171631	
1737121244284	0.008544922	
1737121244285	0.010757446	
1737121244286	-0.0017547607	
1737121244287	0.0061035156	
1737121244288	0.0074005127	
1737121244289	6.1035156E-4	
1737121244290	-0.0023651123	
1737121244291	-0.001373291	
1737121244292	0.0020599365	
1737121244293	0.0031280518	
1737121244294	0.014038086	
1737121244295	0.011291504	
1737121244296	0.008544922	
1737121244297	0.002746582	
1737121244298	-0.00289917	
1737121244299	6.866455E-4	
1737121244300	-0.0015258789	
1737121244301	-0.005874634	
1737121244302	-0.012588501	
1737121244303	-0.005645752	
1737121244304	0.001449585	
1737121244305	-0.0017547607	
1737121244306	0.00869751	
1737121244307	0.0021362305	
1737121244308	-0.017623901	
1737121244309	-0.006713867	
1737121244310	-0.0010681152	
1737121244311	-0.0022125244	
1737121244312	0.0010681152	
1737121244313	6.866455E-4	
1737121244314	0.009002686	
1737121244315	0.006942749	
1737121244316	0.0034332275	
1737121244317	0.0019073486	
1737121244318	-0.0047302246	
1737121244319	4.5776367E-4	
1737121244320	5.340576E-4	
1737121244321	-0.005874634	
1737121244322	-0.004501343	
1737121244323	-0.0018310547	
1737121244324	-0.006866455	
1737121244325	0.0038146973	
1737121244326	3.8146973E-4	
1737121244327	-0.0017547607	
1737121244328	0.010223389	
1737121244329	0.007858276	
1737121244330	0.010528564	
1737121244331	0.009994507	
1737121244332	0.0037384033	
1737121244333	0.005569458	
1737121244334	0.0073242188	
1737121244335	0.002822876	
1737121244336	-0.002746582	
1737121244337	0.0062561035	
1737121244338	-0.0065612793	
1737121244339	-0.0118255615	
1737121244340	0.0011444092	
1737121244341	-0.0011444092	
1737121244342	-0.0036621094	
1737121244343	-0.00869751	
1737121244344	-0.013427734	
1737121244345	-0.0035095215	
1737121244346	0.0015258789	
1737121244347	0.0063323975	
1737121244348	0.0104522705	
1737121244349	-0.0032806396	
1737121244350	-0.0017547607	
1737121244351	-0.0035095215	
1737121244352	0.0048828125	
1737121244353	0.0036621094	
1737121244354	-0.0074005127	
1737121244355	-0.0025177002	
1737121244356	-0.017852783	
1737121244357	-0.0063323975	
1737121244358	0.0051116943	
1737121244359	0.0061035156	
1737121244360	0.024642944	
1737121244361	0.016479492	
1737121244362	-0.00289917	
1737121244363	-0.00793457	
1737121244364	-0.0034332275	
1737121244365	-0.0018310547	
1737121244366	-0.0022125244	
1737121244367	-0.0019836426	
1737121244368	0.0038909912	
1737121244369	0.005645752	
1737121244370	-0.0023651123	
1737121244371	0.0031280518	
1737121244372	0.0034332275	
1737121244373	-0.003967285	
1737121244374	3.0517578E-4	
1737121244375	0.004196167	
1737121244376	9.1552734E-4	
1737121244377	-0.002822876	
1737121244378	-0.0032806396	
1737121244379	0.007247925	
1737121244380	-7.6293945E-4	
1737121244381	0.001373291	
1737121244382	0.0034332275	
1737121244383	-0.007858276	
1737121244384	6.866455E-4	
1737121244385	0.0	
1737121244386	0.0031280518	
1737121244387	0.008544922	
1737121244388	0.010147095	
1737121244389	0.0015258789	
1737121244390	-0.010910034	
1737121244391	-0.009155273	
1737121244392	-0.00579834	
1737121244393	-0.005340576	
1737121244394	-0.0016021729	
1737121244395	-0.0031280518	
1737121244396	0.0015258789	
1737121244397	0.001373291	
1737121244398	0.0021362305	
1737121244399	9.1552734E-4	
1737121244400	3.0517578E-4	
1737121244401	0.0025177002	
1737121244402	-0.002822876	
1737121244403	0.009918213	
1737121244404	0.009765625	
1737121244405	-9.1552734E-4	
1737121244406	0.009384155	
1737121244407	0.009231567	
1737121244408	0.00289917	
1737121244409	-0.0036621094	
1737121244410	-0.005340576	
1737121244411	0.010070801	
1737121244412	-0.0036621094	
1737121244413	-0.011291504	
1737121244414	0.0049591064	
1737121244415	-0.0034332275	
1737121244416	0.009536743	
1737121244417	0.0035858154	
