Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output._Main.HumanModel.BodyModel.Right.Leg.Jnt.Ankle.Pos
 3.383401000000000e+00, 1.233743003777738e-01
 3.400068000000000e+00, 1.277834269755900e-01
 3.416735000000000e+00, 1.318054130187861e-01
 3.433402000000000e+00, 1.356238239011643e-01
 3.450069000000000e+00, 1.392671767031115e-01
 3.466736000000000e+00, 1.427957507859920e-01
 3.483403000000000e+00, 1.464174945122816e-01
 3.500070000000000e+00, 1.504745427256987e-01
 3.516737000000000e+00, 1.554530574389540e-01
 3.533404000000000e+00, 1.618743119127518e-01
 3.550071000000000e+00, 1.701554230659870e-01
 3.566738000000000e+00, 1.805840400202246e-01
 3.583405000000000e+00, 1.932890647868452e-01
 3.600072000000000e+00, 2.082090753340292e-01
 3.616739000000000e+00, 2.250391094570508e-01
 3.633406000000000e+00, 2.431783714545808e-01
 3.650073000000000e+00, 2.617215311036011e-01
 3.666740000000000e+00, 2.794766302668849e-01
 3.683407000000000e+00, 2.949839394400406e-01
 3.700074000000000e+00, 3.065073628149667e-01
 3.716741000000000e+00, 3.119235006463315e-01
 3.733408000000000e+00, 3.084996351342528e-01
 3.750075000000000e+00, 2.928513216200991e-01
 3.766742000000000e+00, 2.616043087888357e-01
 3.783409000000000e+00, 2.130053139069852e-01
 3.800076000000000e+00, 1.490514367691312e-01
 3.816743000000000e+00, 7.701017442825094e-02
 3.833410000000000e+00, 8.647145703569977e-03
 3.850077000000000e+00,-4.370670702618628e-02
 3.866744000000000e+00,-7.217007145294942e-02
 3.883411000000000e+00,-7.570535931852605e-02
 3.900078000000000e+00,-5.874657563338761e-02
 3.916745000000000e+00,-2.808356170863374e-02
 3.933412000000000e+00, 9.743660953030512e-03
 3.950079000000000e+00, 4.974404356734938e-02
 3.966746000000000e+00, 8.868445336094764e-02
 3.983413000000000e+00, 1.246990207696883e-01
 4.000080000000001e+00, 1.567963272630256e-01
 4.016747000000001e+00, 1.841764053060811e-01
 4.033414000000000e+00, 2.058991345908877e-01
 4.050081000000000e+00, 2.208937360897804e-01
 4.066748000000000e+00, 2.282262715805269e-01
 4.083415000000000e+00, 2.274203837637080e-01
 4.100082000000000e+00, 2.186580405690477e-01
 4.116749000000000e+00, 2.029454412910874e-01
 4.133416000000000e+00, 1.824504949529757e-01
 4.150083000000000e+00, 1.607079690131273e-01
 4.166750000000000e+00, 1.417938357929977e-01
 4.183417000000000e+00, 1.284334818896756e-01
 4.200084000000000e+00, 1.206099557060504e-01
 4.216751000000000e+00, 1.156991935310657e-01
 4.233418000000000e+00, 1.098071765895717e-01
 4.250085000000000e+00, 9.971587327763724e-02
 4.266752000000000e+00, 8.460856649153110e-02
 4.283419000000000e+00, 6.670271634442519e-02
 4.300086000000000e+00, 5.032905170586634e-02
 4.316753000000000e+00, 3.985270463575499e-02
 4.333420000000000e+00, 3.775964354092173e-02
 4.350087000000000e+00, 4.401342413210153e-02
 4.366754000000000e+00, 5.662460130193145e-02
 4.383421000000000e+00, 7.271412169260244e-02
 4.400088000000000e+00, 8.947302307816836e-02
 4.416755000000000e+00, 1.047882400605506e-01
 4.433422000000000e+00, 1.174944010646473e-01
 4.450089000000000e+00, 1.273080514797718e-01
 4.466756000000000e+00, 1.345934567521335e-01
 4.483423000000000e+00, 1.400587914542727e-01
 4.500090000000000e+00, 1.444466513822879e-01
 4.516757000000000e+00, 1.482953642543747e-01
 4.533424000000000e+00, 1.518617658088874e-01
 4.550091000000000e+00, 1.552366397922960e-01
 4.566758000000000e+00, 1.585676080834271e-01
 4.583425000000000e+00, 1.622220396031983e-01
 4.600092000000000e+00, 1.667712760336759e-01
 4.616759000000000e+00, 1.729236790018588e-01
 4.633426000000000e+00, 1.813666054493414e-01
 4.650093000000000e+00, 1.924101197132908e-01
 4.666760000000000e+00, 2.059468122444301e-01
 4.683427000000000e+00, 2.215348019336642e-01
 4.700094000000000e+00, 2.385760809865418e-01
 4.716761000000000e+00, 2.564775055967546e-01
 4.733428000000000e+00, 2.746798188439869e-01
 4.750095000000000e+00, 2.925693297147277e-01
 4.766762000000000e+00, 3.093413119513360e-01
 4.783429000000000e+00, 3.238950686452515e-01
 4.800096000000000e+00, 3.347936434143936e-01
 4.816763000000000e+00, 3.402153946632879e-01
 4.833430000000000e+00, 3.378195359305201e-01
 4.850097000000000e+00, 3.246553540814798e-01
 4.866764000000000e+00, 2.974984615557550e-01
 4.883431000000000e+00, 2.539687333142103e-01
 4.900098000000000e+00, 1.943766377831446e-01
 4.916765000000000e+00, 1.235804730657068e-01
 4.933432000000000e+00, 5.130889561952857e-02
 4.950099000000000e+00,-1.049576993780217e-02
 4.966766000000000e+00,-5.232819197440984e-02
 4.983433000000000e+00,-7.037841879704916e-02
 5.000100000000000e+00,-6.643431105480722e-02
 5.016767000000000e+00,-4.566488484230628e-02
 5.033434000000000e+00,-1.429503516416610e-02
 5.050101000000000e+00, 2.198738367002574e-02
 5.066768000000001e+00, 5.886558005322149e-02
 5.083435000000000e+00, 9.363274574776227e-02
 5.100102000000001e+00, 1.249120606097561e-01
 5.116769000000000e+00, 1.520364478940630e-01
 5.133436000000001e+00, 1.745175348862333e-01
 5.150103000000000e+00, 1.917039259933230e-01
 5.166770000000000e+00, 2.026868710085627e-01
 5.183437000000001e+00, 2.064525852705045e-01
 5.200104000000000e+00, 2.022779710333302e-01
 5.216771000000000e+00, 1.903755184138098e-01
 5.233438000000000e+00, 1.726606693407855e-01
 5.250105000000000e+00, 1.531196390868398e-01
 5.266772000000000e+00, 1.369492785978362e-01
 5.283439000000000e+00, 1.282885392694610e-01
 5.300106000000000e+00, 1.280300837597725e-01
 5.316773000000000e+00, 1.333823281887715e-01
 5.333440000000000e+00, 1.391526546420652e-01
 5.350107000000000e+00, 1.399698620605095e-01
 5.366774000000000e+00, 1.324196024321776e-01
 5.383441000000000e+00, 1.162489575647291e-01
 5.400108000000000e+00, 9.438762462415622e-02
 5.416775000000000e+00, 7.176364847390088e-02
 5.433442000000000e+00, 5.341553175114457e-02
 5.450109000000000e+00, 4.282623680313439e-02
