Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output._Main.HumanModel.BodyModel.Right.Leg.Jnt.Ankle.Vel
 3.383401000000000e+00,-2.050428124539536e+00
 3.400068000000000e+00,-3.238274986095311e+00
 3.416735000000000e+00,-4.421258051341304e+00
 3.433402000000000e+00,-5.258597613637055e+00
 3.450069000000000e+00,-5.420008587533570e+00
 3.466736000000000e+00,-4.758943081606384e+00
 3.483403000000000e+00,-3.398487305254240e+00
 3.500070000000000e+00,-1.666013238295848e+00
 3.516737000000000e+00, 6.438854054861601e-02
 3.533404000000000e+00, 1.498696751888611e+00
 3.550071000000000e+00, 2.467670700373453e+00
 3.566738000000000e+00, 2.920816382652633e+00
 3.583405000000000e+00, 2.900465080735227e+00
 3.600072000000000e+00, 2.503033709782901e+00
 3.616739000000000e+00, 1.838717631144757e+00
 3.633406000000000e+00, 1.012375130891212e+00
 3.650073000000000e+00, 1.302054568904958e-01
 3.666740000000000e+00,-6.942781902363633e-01
 3.683407000000000e+00,-1.354903305193800e+00
 3.700074000000000e+00,-1.771255322715615e+00
 3.716741000000000e+00,-1.885832330160524e+00
 3.733408000000000e+00,-1.666867575347766e+00
 3.750075000000000e+00,-1.174227281354617e+00
 3.766742000000000e+00,-5.867386114786070e-01
 3.783409000000000e+00,-7.748840433285943e-02
 3.800076000000000e+00, 2.693110866682169e-01
 3.816743000000000e+00, 4.138108278834000e-01
 3.833410000000000e+00, 3.450234165555449e-01
 3.850077000000000e+00, 1.121678015436759e-01
 3.866744000000000e+00,-1.652382894053032e-01
 3.883411000000000e+00,-3.349454354858946e-01
 3.900078000000000e+00,-2.800863971199782e-01
 3.916745000000000e+00, 2.470219472035211e-02
 3.933412000000000e+00, 5.050748428123966e-01
 3.950079000000000e+00, 1.027572970457503e+00
 3.966746000000000e+00, 1.457970813267405e+00
 3.983413000000000e+00, 1.707564145893727e+00
 4.000080000000001e+00, 1.753800850366497e+00
 4.016747000000001e+00, 1.630924897236085e+00
 4.033414000000000e+00, 1.400722247625227e+00
 4.050081000000000e+00, 1.125291552174835e+00
 4.066748000000000e+00, 8.545446553344006e-01
 4.083415000000000e+00, 6.249597487995424e-01
 4.100082000000000e+00, 4.618238523929202e-01
 4.116749000000000e+00, 3.808124351965077e-01
 4.133416000000000e+00, 3.878501269117501e-01
 4.150083000000000e+00, 4.785741937154103e-01
 4.166750000000000e+00, 6.393872251974696e-01
 4.183417000000000e+00, 8.495379704819264e-01
 4.200084000000000e+00, 1.082468116873496e+00
 4.216751000000000e+00, 1.307209088925089e+00
 4.233418000000000e+00, 1.489785685689944e+00
 4.250085000000000e+00, 1.593359552320878e+00
 4.266752000000000e+00, 1.581571841098396e+00
 4.283419000000000e+00, 1.426561502743418e+00
 4.300086000000000e+00, 1.110793915495548e+00
 4.316753000000000e+00, 6.134916760316799e-01
 4.333420000000000e+00,-1.090675344539042e-01
 4.350087000000000e+00,-1.117167483238701e+00
 4.366754000000000e+00,-2.425677467684408e+00
 4.383421000000000e+00,-3.910619482552964e+00
 4.400088000000000e+00,-5.253495544445069e+00
 4.416755000000000e+00,-5.998429655058906e+00
 4.433422000000000e+00,-5.774952415578437e+00
 4.450089000000000e+00,-4.568334627470136e+00
 4.466756000000000e+00,-2.744995955584447e+00
 4.483423000000000e+00,-7.872414688670794e-01
 4.500090000000000e+00, 9.468669402019523e-01
 4.516757000000000e+00, 2.253004657230870e+00
 4.533424000000000e+00, 3.024279051961628e+00
 4.550091000000000e+00, 3.237553690728179e+00
 4.566758000000000e+00, 2.962066694575037e+00
 4.583425000000000e+00, 2.334053761275592e+00
 4.600092000000000e+00, 1.502657141828744e+00
 4.616759000000000e+00, 5.904157197316627e-01
 4.633426000000000e+00,-3.048717739696931e-01
 4.650093000000000e+00,-1.082330183728397e+00
 4.666760000000000e+00,-1.628633435059049e+00
 4.683427000000000e+00,-1.853370696508144e+00
 4.700094000000000e+00,-1.748107886835653e+00
 4.716761000000000e+00,-1.419979477116006e+00
 4.733428000000000e+00,-1.029520647175433e+00
 4.750095000000000e+00,-6.662115558303638e-01
 4.766762000000000e+00,-3.471088416197813e-01
 4.783429000000000e+00,-1.045313980930483e-01
 4.800096000000000e+00, 1.124586896305547e-02
 4.816763000000000e+00,-1.828595316351746e-02
 4.833430000000000e+00,-1.516858492402097e-01
 4.850097000000000e+00,-2.838973024395361e-01
 4.866764000000000e+00,-2.722882121766780e-01
 4.883431000000000e+00,-1.441242593758046e-02
 4.900098000000000e+00, 4.652825461828738e-01
 4.916765000000000e+00, 1.020102603526502e+00
 4.933432000000000e+00, 1.478921056861640e+00
 4.950099000000000e+00, 1.736780644253667e+00
 4.966766000000000e+00, 1.777335045473458e+00
 4.983433000000000e+00, 1.645410469926351e+00
 5.000100000000000e+00, 1.411847256573287e+00
 5.016767000000000e+00, 1.149371589875799e+00
 5.033434000000000e+00, 9.168491398609002e-01
 5.050101000000000e+00, 7.499563261434471e-01
 5.066768000000001e+00, 6.610127723643799e-01
 5.083435000000000e+00, 6.470297409851276e-01
 5.100102000000001e+00, 6.994877503895838e-01
 5.116769000000000e+00, 8.091819673997294e-01
 5.133436000000001e+00, 9.644857783676202e-01
 5.150103000000000e+00, 1.146978122326005e+00
 5.166770000000000e+00, 1.330104235100789e+00
 5.183437000000001e+00, 1.482731688491405e+00
 5.200104000000000e+00, 1.573834607409667e+00
 5.216771000000000e+00, 1.573012911995495e+00
 5.233438000000000e+00, 1.448397141014700e+00
 5.250105000000000e+00, 1.167071248263154e+00
 5.266772000000000e+00, 6.919220176850176e-01
 5.283439000000000e+00,-3.085029519886603e-02
 5.300106000000000e+00,-1.069602448322594e+00
 5.316773000000000e+00,-2.446705419982993e+00
 5.333440000000000e+00,-4.031405561645525e+00
 5.350107000000000e+00,-5.473578157650275e+00
 5.366774000000000e+00,-6.271493176509332e+00
 5.383441000000000e+00,-6.023709492031056e+00
 5.400108000000000e+00,-4.726004651097675e+00
 5.416775000000000e+00,-2.786890666430459e+00
 5.433442000000000e+00,-7.243359136694153e-01
 5.450109000000000e+00, 1.090610351890878e+00
 5.466775999999999e+00, 2.450002010474635e+00
