Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output._Main.HumanModel.BodyModel.Left.Leg.Jnt.Ankle.Pos
 3.383401000000000e+00, 2.284269172238919e-01
 3.400068000000000e+00, 2.024294197626199e-01
 3.416735000000000e+00, 1.620195206483875e-01
 3.433402000000000e+00, 1.047311899241552e-01
 3.450069000000000e+00, 3.032609917254948e-02
 3.466736000000000e+00,-5.745098603284753e-02
 3.483403000000000e+00,-1.500940802224386e-01
 3.500070000000000e+00,-2.359478075075146e-01
 3.516737000000000e+00,-3.039085516598028e-01
 3.533404000000000e+00,-3.467567270259189e-01
 3.550071000000000e+00,-3.622237122227814e-01
 3.566738000000000e+00,-3.523174917169333e-01
 3.583405000000000e+00,-3.221546808342214e-01
 3.600072000000000e+00,-2.786231390783964e-01
 3.616739000000000e+00,-2.288397216487007e-01
 3.633406000000000e+00,-1.787577377139142e-01
 3.650073000000000e+00,-1.323474832371093e-01
 3.666740000000000e+00,-9.143683210334344e-02
 3.683407000000000e+00,-5.608506833319685e-02
 3.700074000000000e+00,-2.530762492537738e-02
 3.716741000000000e+00, 2.089895608359186e-03
 3.733408000000000e+00, 2.683267896720797e-02
 3.750075000000000e+00, 4.883407522721057e-02
 3.766742000000000e+00, 6.723181079275151e-02
 3.783409000000000e+00, 8.072778944673106e-02
 3.800076000000000e+00, 8.810434584974895e-02
 3.816743000000000e+00, 8.889482067565442e-02
 3.833410000000000e+00, 8.413256021116809e-02
 3.850077000000000e+00, 7.637248401245497e-02
 3.866744000000000e+00, 6.833036246335950e-02
 3.883411000000000e+00, 6.126235051665330e-02
 3.900078000000000e+00, 5.456921627016524e-02
 3.916745000000000e+00, 4.673211487816024e-02
 3.933412000000000e+00, 3.676973863520340e-02
 3.950079000000000e+00, 2.532274439952834e-02
 3.966746000000000e+00, 1.471561844871551e-02
 3.983413000000000e+00, 7.940889123035687e-03
 4.000080000000001e+00, 7.251528543428786e-03
 4.016747000000001e+00, 1.322415200666628e-02
 4.033414000000000e+00, 2.469509433005167e-02
 4.050081000000000e+00, 3.942639396212955e-02
 4.066748000000000e+00, 5.503335632378904e-02
 4.083415000000000e+00, 6.969824094577864e-02
 4.100082000000000e+00, 8.247011064172713e-02
 4.116749000000000e+00, 9.323524689740943e-02
 4.133416000000000e+00, 1.025139977117521e-01
 4.150083000000000e+00, 1.111803684586242e-01
 4.166750000000000e+00, 1.201727444498221e-01
 4.183417000000000e+00, 1.302657461507843e-01
 4.200084000000000e+00, 1.419381438288461e-01
 4.216751000000000e+00, 1.553262455722835e-01
 4.233418000000000e+00, 1.702434828475791e-01
 4.250085000000000e+00, 1.862492332531428e-01
 4.266752000000000e+00, 2.027407647307255e-01
 4.283419000000000e+00, 2.190477896605357e-01
 4.300086000000000e+00, 2.345240424566820e-01
 4.316753000000000e+00, 2.486161697989641e-01
 4.333420000000000e+00, 2.608719817909425e-01
 4.350087000000000e+00, 2.708632151696786e-01
 4.366754000000000e+00, 2.780197501962329e-01
 4.383421000000000e+00, 2.814125382301053e-01
 4.400088000000000e+00, 2.795574083869094e-01
 4.416755000000000e+00, 2.702700327476246e-01
 4.433422000000000e+00, 2.506263334354599e-01
 4.450089000000000e+00, 2.171840083855834e-01
 4.466756000000000e+00, 1.666815381095820e-01
 4.483423000000000e+00, 9.740495644551725e-02
 4.500090000000000e+00, 1.110590040867552e-02
 4.516757000000000e+00,-8.540064669686322e-02
 4.533424000000000e+00,-1.805993530159553e-01
 4.550091000000000e+00,-2.616179209297718e-01
 4.566758000000000e+00,-3.188507654213694e-01
 4.583425000000000e+00,-3.484528602671467e-01
 4.600092000000000e+00,-3.516194421819870e-01
 4.616759000000000e+00,-3.325577597915853e-01
 4.633426000000000e+00,-2.969109506804175e-01
 4.650093000000000e+00,-2.508036514435088e-01
 4.666760000000000e+00,-2.000937499661724e-01
 4.683427000000000e+00,-1.496960284684336e-01
 4.700094000000000e+00,-1.030705254835598e-01
 4.716761000000000e+00,-6.200779330570463e-02
 4.733428000000000e+00,-2.682749081385048e-02
 4.750095000000000e+00, 3.040758792807168e-03
 4.766762000000000e+00, 2.833734155657123e-02
 4.783429000000000e+00, 4.942257859837564e-02
 4.800096000000000e+00, 6.608085176901551e-02
 4.816763000000000e+00, 7.766139516814993e-02
 4.833430000000000e+00, 8.340743959656820e-02
 4.850097000000000e+00, 8.294189341769688e-02
 4.866764000000000e+00, 7.701427537377790e-02
 4.883431000000000e+00, 6.788176059599546e-02
 4.900098000000000e+00, 5.829846449582919e-02
 4.916765000000000e+00, 4.977081305064932e-02
 4.933432000000000e+00, 4.181258605715456e-02
 4.950099000000000e+00, 3.289226046220445e-02
 4.966766000000000e+00, 2.223961375250931e-02
 4.983433000000000e+00, 1.103299029859420e-02
 5.000100000000000e+00, 2.086562313751007e-03
 5.016767000000000e+00,-1.623841982490318e-03
 5.033434000000000e+00, 1.537475458646814e-03
 5.050101000000000e+00, 1.127511654604971e-02
 5.066768000000001e+00, 2.575990476166643e-02
 5.083435000000000e+00, 4.247571571248097e-02
 5.100102000000001e+00, 5.903618823551305e-02
 5.116769000000000e+00, 7.376522919305423e-02
 5.133436000000001e+00, 8.593089362827851e-02
 5.150103000000000e+00, 9.562664865426340e-02
 5.166770000000000e+00, 1.034594318317648e-01
 5.183437000000001e+00, 1.102430846521226e-01
 5.200104000000000e+00, 1.167946689714307e-01
 5.216771000000000e+00, 1.238297319410126e-01
 5.233438000000000e+00, 1.319161287633222e-01
 5.250105000000000e+00, 1.414494096100530e-01
 5.266772000000000e+00, 1.526330423824656e-01
 5.283439000000000e+00, 1.654679087578603e-01
 5.300106000000000e+00, 1.797540390402405e-01
 5.316773000000000e+00, 1.950982227284321e-01
 5.333440000000000e+00, 2.109321565533782e-01
 5.350107000000000e+00, 2.265504429502819e-01
 5.366774000000000e+00, 2.411298079137995e-01
 5.383441000000000e+00, 2.536562808237011e-01
 5.400108000000000e+00, 2.627699421924516e-01
 5.416775000000000e+00, 2.666104227945487e-01
 5.433442000000000e+00, 2.627076545339122e-01
 5.450109000000000e+00, 2.479480640212713e-01
 5.466775999999999e+00, 2.186763295231229e-01
 5.483443000000000e+00, 1.711581689240820e-01
 5.500110000000000e+00, 1.028028877743851e-01
 5.516777000000000e+00, 1.422898019926665e-02
 5.533444000000000e+00,-8.869571709261084e-02
 5.550111000000000e+00,-1.945788733484326e-01
 5.566778000000000e+00,-2.891784194999906e-01
 5.583445000000000e+00,-3.599582375200391e-01
 5.600112000000000e+00,-3.997687171742556e-01
 5.616779000000000e+00,-4.079174619792732e-01
 5.633446000000000e+00,-3.890586610651907e-01
 5.650113000000000e+00,-3.510097724317988e-01
 5.666780000000000e+00,-3.022761168763667e-01
 5.683447000000000e+00,-2.500435469218841e-01
 5.700114000000001e+00,-1.992222638179640e-01
 5.716781000000000e+00,-1.524689988727928e-01
 5.733448000000001e+00,-1.107055974287438e-01
 5.750115000000000e+00,-7.376397656418693e-02
 5.766782000000000e+00,-4.102454664504570e-02
 5.783449000000000e+00,-1.198932570067186e-02
 5.800116000000000e+00, 1.332937602085547e-02
 5.816783000000001e+00, 3.434506828330691e-02
 5.833450000000000e+00, 5.017684430540153e-02
 5.850117000000001e+00, 6.009920525490656e-02
 5.866784000000000e+00, 6.401350267234264e-02
 5.883451000000001e+00, 6.293228140696831e-02
 5.900118000000000e+00, 5.901670916686103e-02
 5.916785000000001e+00, 5.456613304224260e-02
 5.933452000000001e+00, 5.068431395987969e-02
 5.950119000000000e+00, 4.688432706035263e-02
 5.966786000000001e+00, 4.181789306773626e-02
 5.983453000000000e+00, 3.448646781155823e-02
 6.000120000000001e+00, 2.524029250915109e-02
 6.016787000000001e+00, 1.605527989756614e-02
 6.033454000000001e+00, 9.868885002943639e-03
 6.050121000000001e+00, 9.284804925899812e-03
 6.066788000000001e+00, 1.541643637469781e-02
 6.083455000000001e+00, 2.753370733203440e-02
 6.100122000000001e+00, 4.358760133745483e-02
 6.116789000000001e+00, 6.114468557655026e-02
 6.133456000000001e+00, 7.816588506605066e-02
 6.150123000000001e+00, 9.336499014849774e-02
 6.166790000000001e+00, 1.062237507731749e-01
 6.183457000000001e+00, 1.168429210784205e-01
 6.200124000000001e+00, 1.257429939206516e-01
 6.216791000000001e+00, 1.336673612347056e-01
 6.233458000000001e+00, 1.414170147752071e-01
 6.250125000000001e+00, 1.497277936458675e-01
 6.266792000000001e+00, 1.591906075531165e-01
 6.283459000000001e+00, 1.702088969516449e-01
 6.300126000000001e+00, 1.829742946946544e-01
 6.316793000000001e+00, 1.974427418503047e-01
 6.333460000000001e+00, 2.133182330326355e-01
 6.350127000000001e+00, 2.300577926401511e-01
 6.366794000000001e+00, 2.468891370720016e-01
 6.383461000000000e+00, 2.628153556077862e-01
 6.400128000000000e+00, 2.765640969064713e-01
 6.416795000000000e+00, 2.864774570680113e-01
 6.433462000000000e+00, 2.904175093198469e-01
 6.450129000000000e+00, 2.857033688203681e-01
 6.466796000000000e+00, 2.690598557769368e-01
 6.483463000000000e+00, 2.367103195417623e-01
 6.500130000000000e+00, 1.849818810192387e-01
 6.516797000000000e+00, 1.117815813734230e-01
 6.533464000000000e+00, 1.879077368281842e-02
 6.550131000000000e+00,-8.665131226129011e-02
 6.566798000000000e+00,-1.917196598745577e-01
 6.583465000000000e+00,-2.814537200576465e-01
 6.600132000000000e+00,-3.440837792393091e-01
 6.616799000000000e+00,-3.748110338079765e-01
 6.633466000000000e+00,-3.757962613392674e-01
 6.650133000000000e+00,-3.534642565263110e-01
 6.666800000000000e+00,-3.154437599826058e-01
 6.683467000000000e+00,-2.685087900167075e-01
 6.700134000000000e+00,-2.177798949475308e-01
 6.716801000000000e+00,-1.667991764323057e-01
 6.733468000000000e+00,-1.179457070479036e-01
 6.750135000000000e+00,-7.286267044148191e-02
 6.766802000000000e+00,-3.279537770070834e-02
 6.783469000000000e+00, 1.213181037566813e-03
 6.800136000000000e+00, 2.834371019559423e-02
 6.816803000000000e+00, 4.819537653311572e-02
 6.833470000000000e+00, 6.093694322398652e-02
 6.850137000000000e+00, 6.722494514268104e-02
 6.866804000000000e+00, 6.802638740325859e-02
 6.883471000000000e+00, 6.471943250120908e-02
 6.900138000000000e+00, 5.926661933185000e-02
 6.916805000000000e+00, 5.370489604276321e-02
 6.933472000000000e+00, 4.913277219637938e-02
 6.950139000000000e+00, 4.520210442016272e-02
 6.966806000000000e+00, 4.050115281770753e-02
 6.983473000000000e+00, 3.362289516594391e-02
 7.000140000000000e+00, 2.443547091767665e-02
 7.016807000000000e+00, 1.474545651231429e-02
 7.033474000000000e+00, 7.708857477769084e-03
 7.050141000000000e+00, 6.290138328368108e-03
 7.066808000000000e+00, 1.182391643562357e-02
 7.083475000000000e+00, 2.354981439977220e-02
 7.100142000000000e+00, 3.922615260229777e-02
 7.116809000000000e+00, 5.624917104140541e-02
 7.133476000000000e+00, 7.257010719804774e-02
 7.150143000000000e+00, 8.707621067134179e-02
 7.166810000000000e+00, 9.953066330549870e-02
 7.183477000000000e+00, 1.103070408540953e-01
 7.200144000000000e+00, 1.200831088903032e-01
 7.216811000000001e+00, 1.295825012921918e-01
 7.233478000000000e+00, 1.394157817279035e-01
 7.250145000000000e+00, 1.500248213741724e-01
 7.266812000000000e+00, 1.616862224104889e-01
 7.283479000000000e+00, 1.745220791462146e-01
 7.300146000000000e+00, 1.884930077478379e-01
 7.316813000000000e+00, 2.033816653754206e-01
 7.333480000000001e+00, 2.187985764997563e-01
 7.350147000000000e+00, 2.342315661113230e-01
 7.366814000000000e+00, 2.491170844941286e-01
 7.383481000000001e+00, 2.628693866922470e-01
 7.400148000000001e+00, 2.747915901921072e-01
 7.416815000000001e+00, 2.838845581080672e-01
 7.433482000000000e+00, 2.886749151736195e-01
 7.450149000000001e+00, 2.870688546883842e-01
 7.466816000000001e+00, 2.762062316874462e-01
 7.483483000000001e+00, 2.524519003826463e-01
 7.500150000000001e+00, 2.118073886331934e-01
 7.516817000000001e+00, 1.510276484107167e-01
 7.533484000000001e+00, 6.947895678174082e-02
 7.550151000000000e+00,-2.878102546503072e-02
 7.566818000000000e+00,-1.339696471965827e-01
 7.583485000000000e+00,-2.322186959682812e-01
 7.600152000000000e+00,-3.101284753555617e-01
 7.616819000000000e+00,-3.594950980324343e-01
 7.633486000000000e+00,-3.788201646978911e-01
 7.650153000000000e+00,-3.715470435219001e-01
 7.666820000000000e+00,-3.435008655549441e-01
 7.683487000000000e+00,-3.011448845185742e-01
 7.700154000000000e+00,-2.506531153562301e-01
 7.716821000000000e+00,-1.973589794590986e-01
 7.733488000000000e+00,-1.453945596515101e-01
 7.750155000000000e+00,-9.750743715093939e-02
 7.766822000000000e+00,-5.508753984355486e-02
 7.783489000000000e+00,-1.846361218576699e-02
 7.800156000000000e+00, 1.256136722608983e-02
 7.816823000000000e+00, 3.813649712480064e-02
 7.833490000000000e+00, 5.802658110929279e-02
 7.850157000000000e+00, 7.169546152534120e-02
 7.866824000000000e+00, 7.876761789270308e-02
 7.883491000000000e+00, 7.962070756322163e-02
 7.900158000000001e+00, 7.577721274442503e-02
 7.916825000000000e+00, 6.972172599374540e-02
 7.933492000000000e+00, 6.391396029749895e-02
 7.950159000000000e+00, 5.946480830010972e-02
 7.966826000000000e+00, 5.541440382230840e-02
 7.983493000000000e+00, 4.937313575454867e-02
 8.000160000000001e+00, 3.943354618636891e-02
 8.016827000000001e+00, 2.611343429769327e-02
 8.033494000000001e+00, 1.269555327458908e-02
 8.050160999999999e+00, 3.606918454610755e-03
 8.066828000000001e+00, 2.096718089423111e-03
 8.083495000000001e+00, 8.873130264506177e-03
 8.100162000000001e+00, 2.233090657104466e-02
 8.116828999999999e+00, 3.973011265170411e-02
 8.133496000000001e+00, 5.833008513780281e-02
 8.150162999999999e+00, 7.603369721628123e-02
 8.166830000000001e+00, 9.161005174273006e-02
 8.183496999999999e+00, 1.046474223760389e-01
 8.200164000000001e+00, 1.153424186793261e-01
 8.216830999999999e+00, 1.242437922859448e-01
 8.233498000000001e+00, 1.320534583393866e-01
 8.250165000000001e+00, 1.395165644631703e-01
 8.266832000000001e+00, 1.473702905443143e-01
 8.283498999999999e+00, 1.562990241877439e-01
 8.300166000000001e+00, 1.668602658930158e-01
 8.316833000000001e+00, 1.793935260155374e-01
 8.333500000000001e+00, 1.939623224970267e-01
 8.350166999999999e+00, 2.103525387100182e-01
 8.366834000000001e+00, 2.281076041110470e-01
 8.383501000000001e+00, 2.465795481985909e-01
 8.400168000000001e+00, 2.649929127467764e-01
 8.416834999999999e+00, 2.824876472182831e-01
 8.433502000000001e+00, 2.980611591906983e-01
 8.450169000000001e+00, 3.103878180783802e-01
 8.466836000000001e+00, 3.176011930663259e-01
 8.483503000000001e+00, 3.171157384391102e-01
 8.500170000000001e+00, 3.055420351830775e-01
 8.516836999999999e+00, 2.788175340419251e-01
 8.533504000000001e+00, 2.328463002994574e-01
 8.550171000000001e+00, 1.649934528298559e-01
 8.566838000000001e+00, 7.630803253858019e-02
 8.583504999999999e+00,-2.660393350908413e-02
 8.600172000000001e+00,-1.317695349849694e-01
 8.616839000000001e+00,-2.249439045671427e-01
 8.633506000000001e+00,-2.941478258472255e-01
 8.650173000000001e+00,-3.329347504808651e-01
 8.666840000000001e+00,-3.410709887837459e-01
 8.683507000000001e+00,-3.232821273390997e-01
 8.700174000000001e+00,-2.871432097760806e-01
 8.716841000000001e+00,-2.408477894570228e-01
 8.733508000000000e+00,-1.914856224600241e-01
 8.750175000000000e+00,-1.441903114777428e-01
 8.766842000000000e+00,-1.020087047360285e-01
 8.783509000000000e+00,-6.615117822689527e-02
 8.800176000000000e+00,-3.644342282869878e-02
 8.816843000000000e+00,-1.194183215677426e-02
 8.833510000000000e+00, 8.381823352925821e-03
 8.850177000000000e+00, 2.510198992712016e-02
 8.866844000000000e+00, 3.814191107307102e-02
 8.883511000000000e+00, 4.693027191007435e-02
 8.900178000000000e+00, 5.078510682642573e-02
 8.916845000000000e+00, 4.955862805819464e-02
 8.933512000000000e+00, 4.449129814723812e-02
 8.950179000000000e+00, 3.829721844262941e-02
 8.966846000000000e+00, 3.379949116670197e-02
 8.983513000000000e+00, 3.227918923997827e-02
 9.000180000000000e+00, 3.288389469198857e-02
 9.016847000000000e+00, 3.327653341544733e-02
 9.033514000000000e+00, 3.108217290947099e-02
 9.050181000000000e+00, 2.547817386957667e-02
 9.066848000000000e+00, 1.795991586346719e-02
 9.083515000000000e+00, 1.170619846686747e-02
 9.100182000000000e+00, 9.968410145337404e-03
 9.116849000000000e+00, 1.457522299307865e-02
 9.133516000000000e+00, 2.539421765830181e-02
